Store,Month,2014_Sales_avg_yeartoyear
288,7,-1
288,8,-1
288,9,-1
288,10,-1
288,11,-1
288,12,-1
289,1,0.08
289,2,0.05
289,3,-0.02
289,4,0.09
289,5,0.12
289,6,0.05
289,7,0.02
289,8,-0.07
289,9,-0.03
289,10,-0.02
289,11,0
289,12,-0.04
290,1,0.04
290,2,0.01
290,3,0
290,4,0.06
290,5,0.03
290,6,0.09
290,7,-0.04
290,8,-0.01
290,9,0.16
290,10,0.04
290,11,0.09
290,12,0.05
291,1,-0.01
291,2,0.01
291,3,-0.1
291,4,0.06
291,5,-0.01
291,6,0.04
291,7,-0.04
291,8,-0.04
291,9,0.07
291,10,-0.01
291,11,0.03
291,12,-0.01
292,1,0.02
292,2,0.03
292,3,0.01
292,4,0.02
292,5,0.02
292,6,0.07
292,7,0.02
292,8,-0.06
292,9,0.14
292,10,0.06
292,11,0.03
292,12,0.04
293,1,0.01
293,2,0.02
293,3,-0.08
293,4,0.04
293,5,0.04
293,6,0.05
293,7,0
293,8,-0.03
293,9,0.1
293,10,0.05
293,11,0.07
293,12,0.04
294,1,0.13
294,2,0.24
294,3,0.19
294,4,0.12
294,5,0.18
294,6,0.13
294,7,0.1
294,8,0.03
294,9,0.18
294,10,0.17
294,11,0.06
294,12,-0.01
295,1,0.09
295,2,0.22
295,3,0.06
295,4,0.14
295,5,0.23
295,6,0.12
295,7,-0.01
295,8,0.07
295,9,0.11
295,10,0.09
295,11,0.07
295,12,0.07
296,1,0.03
296,2,0.05
296,3,-0.04
296,4,0.03
296,5,0.07
296,6,0.02
296,7,0.02
296,8,-0.04
296,9,0.13
296,10,0.05
296,11,0.08
296,12,0.07
297,1,-0.02
297,2,0.05
297,3,-0.06
297,4,0.04
297,5,0.05
297,6,0.05
297,7,-0.04
297,8,-0.01
297,9,0.07
297,10,0.07
297,11,0.06
297,12,0.01
298,1,0.02
298,2,0.03
298,3,-0.07
298,4,0.08
298,5,0.04
298,6,0.04
298,7,-1
298,8,-1
298,9,-1
298,10,-1
298,11,-1
298,12,-1
299,1,0.14
299,2,0.09
299,3,-0.08
299,4,0.33
299,5,-0.02
299,6,0.09
299,7,-0.02
299,8,0.1
299,9,0.13
299,10,0.08
299,11,0.04
299,12,0.13
300,1,0.16
300,2,0.22
300,3,0.11
300,4,0.19
300,5,0.22
300,6,0.13
300,7,0.18
300,8,0.06
300,9,0.3
300,10,0.17
300,11,0.12
300,12,0.06
301,1,0.04
301,2,0.03
301,3,-0.06
301,4,0.08
301,5,0.05
301,6,0.04
301,7,0.05
301,8,-0.04
301,9,0.14
301,10,0.09
301,11,0.06
301,12,0.07
302,1,0.07
302,2,0.04
302,3,-0.1
302,4,0.1
302,5,0.15
302,6,0.12
302,7,0.04
302,8,0.02
302,9,0.17
302,10,0.15
302,11,0.07
302,12,0.03
303,1,0.04
303,2,-0.01
303,3,-0.07
303,4,0
303,5,0.02
303,6,0.01
303,7,0.05
303,8,-0.17
303,9,0.07
303,10,0.01
303,11,0.01
303,12,-0.03
304,1,0.09
304,2,0.11
304,3,0.03
304,4,0.06
304,5,0.04
304,6,0.03
304,7,0.03
304,8,-0.11
304,9,0.05
304,10,0.04
304,11,0.03
304,12,-0.01
305,1,0.34
305,2,0.49
305,3,0.33
305,4,0.46
305,5,0.53
305,6,0.43
305,7,0.28
305,8,0.15
305,9,0.28
305,10,0.3
305,11,0.25
305,12,0.2
306,1,-0.05
306,2,0
306,3,-0.05
306,4,-0.04
306,5,0.02
306,6,0.03
306,7,-1
306,8,-1
306,9,-1
306,10,-1
306,11,-1
306,12,-1
307,1,0.03
307,2,-0.04
307,3,-0.1
307,4,0.05
307,5,0
307,6,0.1
307,7,-0.03
307,8,-0.09
307,9,0.06
307,10,0.01
307,11,0.02
307,12,-0.02
308,1,-0.17
308,2,-0.15
308,3,-0.15
308,4,-0.13
308,5,-0.1
308,6,-0.08
308,7,-0.04
308,8,-0.06
308,9,-0.02
308,10,-0.09
308,11,0.02
308,12,-0.05
309,1,0.01
309,2,0.08
309,3,-0.04
309,4,0.06
309,5,-0.02
309,6,0.08
309,7,-0.06
309,8,-0.04
309,9,0.09
309,10,0.02
309,11,0.02
309,12,-0.03
310,1,0.05
310,2,-0.08
310,3,-0.12
310,4,0.02
310,5,0
310,6,-0.01
310,7,-0.05
310,8,0.04
310,9,0.12
310,10,0.06
310,11,0.05
310,12,0.17
311,1,0.12
311,2,0.1
311,3,0.04
311,4,0.09
311,5,0.1
311,6,0.07
311,7,0.03
311,8,-0.09
311,9,0.14
311,10,0.05
311,11,0.05
311,12,0.03
312,1,0.03
312,2,0.01
312,3,-0.08
312,4,0.01
312,5,0.01
312,6,0.07
312,7,0
312,8,-0.07
312,9,0.07
312,10,0.06
312,11,0.06
312,12,0.02
313,1,0.05
313,2,0.03
313,3,-0.11
313,4,0.1
313,5,0.02
313,6,0.08
313,7,-0.05
313,8,-0.09
313,9,0.08
313,10,0
313,11,0
313,12,-0.01
314,1,0.07
314,2,0.05
314,3,0.02
314,4,0.09
314,5,0.06
314,6,0.09
314,7,-0.01
314,8,-0.05
314,9,0.09
314,10,0.04
314,11,0.07
314,12,0
315,1,0.05
315,2,0.03
315,3,-0.07
315,4,0.07
315,5,0.03
315,6,0.04
315,7,-0.05
315,8,-0.04
315,9,0.09
315,10,0.05
315,11,-0.01
315,12,0.01
316,1,0.09
316,2,0.05
316,3,-0.01
316,4,0.04
316,5,0.1
316,6,0.07
316,7,-0.04
316,8,-0.04
316,9,0.06
316,10,-0.01
316,11,0.01
316,12,0.04
317,1,-0.03
317,2,-0.02
317,3,-0.05
317,4,0
317,5,-0.01
317,6,-0.04
317,7,-1
317,8,-1
317,9,-1
317,10,-1
317,11,-1
317,12,-1
318,1,0.05
318,2,0.06
318,3,-0.19
318,4,0.08
318,5,-0.04
318,6,0.03
318,7,-0.04
318,8,-0.1
318,9,0.02
318,10,-0.01
318,11,0.01
318,12,0.03
319,1,0
319,2,0
319,3,-0.1
319,4,0.08
319,5,-0.01
319,6,0.03
319,7,0.01
319,8,-0.05
319,9,0.1
319,10,0.04
319,11,0.01
319,12,0.05
320,1,0.03
320,2,0.05
320,3,-0.06
320,4,0.03
320,5,0.05
320,6,0.01
320,7,0.02
320,8,-0.05
320,9,0.07
320,10,0.02
320,11,0
320,12,0.04
321,1,-0.11
321,2,-0.07
321,3,-0.11
321,4,0.03
321,5,0.05
321,6,0.04
321,7,-0.07
321,8,-0.01
321,9,0.04
321,10,0.02
321,11,0.13
321,12,0.08
322,1,0
322,2,0.03
322,3,-0.04
322,4,0.08
322,5,-0.02
322,6,0.1
322,7,0.01
322,8,-0.06
322,9,0.14
322,10,0.03
322,11,0.07
322,12,0.03
323,1,0.11
323,2,0.04
323,3,-0.01
323,4,0.12
323,5,0.16
323,6,0.07
323,7,0.06
323,8,-0.03
323,9,0.16
323,10,0.09
323,11,0.04
323,12,0.07
324,1,-0.04
324,2,-0.02
324,3,-0.09
324,4,-0.01
324,5,-0.02
324,6,0.04
324,7,-0.05
324,8,-0.11
324,9,0.09
324,10,0.01
324,11,0
324,12,-0.04
325,1,-0.02
325,2,0
325,3,-0.05
325,4,-0.01
325,5,0.02
325,6,0.02
325,7,-0.09
325,8,-0.06
325,9,0.08
325,10,0.03
325,11,0.02
325,12,-0.03
326,1,0.15
326,2,0.24
326,3,0.07
326,4,0.21
326,5,0.24
326,6,0.19
326,7,0.17
326,8,0.04
326,9,0.12
326,10,0.13
326,11,0.06
326,12,0.08
327,1,0
327,2,0.02
327,3,-0.14
327,4,0.09
327,5,0.09
327,6,0.14
327,7,0.05
327,8,0.03
327,9,0.21
327,10,0.16
327,11,0.1
327,12,0.11
328,1,0.04
328,2,0.05
328,3,0.03
328,4,0.08
328,5,0.09
328,6,0.05
328,7,-0.02
328,8,0.02
328,9,0.14
328,10,0.08
328,11,0.1
328,12,0.04
329,1,0.02
329,2,0
329,3,-0.03
329,4,0.05
329,5,0.03
329,6,0.05
329,7,-0.05
329,8,-0.02
329,9,0.07
329,10,-0.09
329,11,0.06
329,12,0.05
330,1,0.07
330,2,0.05
330,3,-0.11
330,4,0.07
330,5,0.01
330,6,0.01
330,7,-0.06
330,8,0.11
330,9,0.05
330,10,0.02
330,11,0.09
330,12,0.09
331,1,0.04
331,2,0.04
331,3,-0.08
331,4,0.02
331,5,0.04
331,6,-0.01
331,7,-0.17
331,8,-0.24
331,9,-0.13
331,10,-0.15
331,11,-0.11
331,12,-0.16
332,1,0.06
332,2,0.06
332,3,0.02
332,4,0.08
332,5,0.04
332,6,0.1
332,7,-0.03
332,8,-0.07
332,9,0.08
332,10,0.04
332,11,0.08
332,12,0.04
333,1,0
333,2,0.01
333,3,-0.04
333,4,0
333,5,0.01
333,6,0.01
333,7,0
333,8,-0.04
333,9,0.12
333,10,0.07
333,11,0.09
333,12,0
334,1,-0.01
334,2,-0.05
334,3,-0.08
334,4,0.11
334,5,0
334,6,0.03
334,7,-0.1
334,8,-0.03
334,9,0.02
334,10,0.01
334,11,0.01
334,12,-0.01
335,1,0.08
335,2,0.1
335,3,-0.02
335,4,0.05
335,5,0.07
335,6,0.12
335,7,0.01
335,8,0.01
335,9,0.06
335,10,0.01
335,11,0.09
335,12,0.01
336,1,0.02
336,2,0.01
336,3,-0.09
336,4,0.03
336,5,0.04
336,6,0
336,7,-0.05
336,8,-0.07
336,9,0.03
336,10,0
336,11,-0.02
336,12,-0.03
337,1,0.19
337,2,0.18
337,3,0.06
337,4,0.05
337,5,0.05
337,6,-0.06
337,7,-0.01
337,8,-0.16
337,9,0.11
337,10,0.04
337,11,0.03
337,12,0.03
338,1,-0.14
338,2,-0.16
338,3,-0.19
338,4,-0.12
338,5,0.03
338,6,-0.03
338,7,-0.06
338,8,-0.14
338,9,0.04
338,10,-0.01
338,11,-0.01
338,12,-0.04
339,1,80.69
339,2,-0.15
339,3,-0.01
339,4,0.08
339,5,0.12
339,6,0.04
339,7,0.05
339,8,0.26
339,9,0.32
339,10,0.08
339,11,0.08
339,12,0.06
340,1,0.07
340,2,0.06
340,3,-0.1
340,4,0.07
340,5,0.05
340,6,0.05
340,7,-0.01
340,8,-0.07
340,9,0.11
340,10,0.04
340,11,0.04
340,12,0.04
341,1,0.07
341,2,0.1
341,3,-0.01
341,4,0.09
341,5,0.09
341,6,0.06
341,7,-0.04
341,8,-0.01
341,9,0.11
341,10,0.06
341,11,0.1
341,12,0.05
342,1,-0.08
342,2,-0.07
342,3,-0.11
342,4,-0.03
342,5,-0.04
342,6,-0.1
342,7,-1
342,8,-1
342,9,-1
342,10,-1
342,11,-1
342,12,-1
343,1,0.02
343,2,0.05
343,3,-0.08
343,4,0.08
343,5,0.03
343,6,0.11
343,7,0.01
343,8,0
343,9,0.19
343,10,0.11
343,11,0.13
343,12,0.11
344,1,0.03
344,2,0.05
344,3,-0.03
344,4,0.04
344,5,-0.02
344,6,0.03
344,7,-0.05
344,8,-0.03
344,9,0.13
344,10,0.05
344,11,0.1
344,12,0
345,1,0.02
345,2,0.06
345,3,0
345,4,0.06
345,5,0.12
345,6,0.01
345,7,-1
345,8,-1
345,9,-1
345,10,-1
345,11,-1
345,12,-1
346,1,0.21
346,2,0.09
346,3,0.02
346,4,0.11
346,5,0.15
346,6,0.15
346,7,0.04
346,8,0.02
346,9,0.13
346,10,0.1
346,11,0.07
346,12,0.13
347,1,0.09
347,2,0.11
347,3,0.03
347,4,0.19
347,5,0.16
347,6,0.14
347,7,0.04
347,8,0.09
347,9,0.18
347,10,0.17
347,11,0.13
347,12,0.11
348,1,0.01
348,2,0.02
348,3,-0.04
348,4,0.05
348,5,0.06
348,6,0.04
348,7,-1
348,8,-1
348,9,-1
348,10,-1
348,11,-1
348,12,-1
349,1,
349,2,
349,3,
349,4,0.15
349,5,0.18
349,6,0.12
349,7,0.16
349,8,0.04
349,9,0.19
349,10,0.15
349,11,0.09
349,12,0.12
350,1,0.03
350,2,-0.01
350,3,-0.07
350,4,0.03
350,5,0.01
350,6,0.04
350,7,-0.04
350,8,-0.07
350,9,0.04
350,10,-0.01
350,11,-0.02
350,12,-0.04
351,1,0.12
351,2,0.06
351,3,-0.02
351,4,0.13
351,5,0.12
351,6,0.15
351,7,0.02
351,8,0.02
351,9,0.18
351,10,0.07
351,11,0.09
351,12,0.06
352,1,-0.06
352,2,-0.08
352,3,-0.13
352,4,0.01
352,5,-0.03
352,6,-0.07
352,7,-0.1
352,8,-0.08
352,9,0.07
352,10,0.06
352,11,-0.01
352,12,0.08
353,1,0.61
353,2,0.6
353,3,1.01
353,4,0.29
353,5,0.19
353,6,0.26
353,7,0.2
353,8,0.24
353,9,0.15
353,10,0.19
353,11,0.18
353,12,0.12
354,1,0.06
354,2,0.03
354,3,-0.07
354,4,0.04
354,5,0.07
354,6,0.08
354,7,-0.05
354,8,0.02
354,9,0.12
354,10,0.01
354,11,0.09
354,12,0.06
355,1,-0.03
355,2,-0.01
355,3,-0.12
355,4,0.02
355,5,0.02
355,6,-0.02
355,7,-0.04
355,8,-0.04
355,9,0.15
355,10,0.06
355,11,0.04
355,12,0.02
356,1,0.16
356,2,0.13
356,3,0.09
356,4,0.22
356,5,0.18
356,6,0.05
356,7,0.04
356,8,0.04
356,9,0.15
356,10,0.14
356,11,0.1
356,12,0.1
357,1,-0.07
357,2,-0.06
357,3,-0.06
357,4,0.05
357,5,0.05
357,6,0.07
357,7,0.04
357,8,0.01
357,9,0.11
357,10,0.07
357,11,0.07
357,12,0.05
358,1,0.04
358,2,0
358,3,-0.05
358,4,0.04
358,5,0.04
358,6,0.03
358,7,-0.06
358,8,0
358,9,0.12
358,10,0.02
358,11,0.04
358,12,0.04
359,1,0.05
359,2,0.02
359,3,-0.06
359,4,0.12
359,5,0.07
359,6,0.02
359,7,-0.02
359,8,-0.09
359,9,0.07
359,10,-0.01
359,11,-0.02
359,12,-0.01
360,1,-0.01
360,2,-0.02
360,3,-0.07
360,4,0.02
360,5,-0.04
360,6,0.01
360,7,0.01
360,8,-0.09
360,9,0.08
360,10,0.04
360,11,0.04
360,12,0.02
361,1,0.16
361,2,0.05
361,3,-0.08
361,4,0.12
361,5,0.1
361,6,0.09
361,7,0
361,8,-0.05
361,9,0.05
361,10,0.02
361,11,0
361,12,-0.02
362,1,0
362,2,0
362,3,-0.1
362,4,0.01
362,5,0.07
362,6,0.01
362,7,-0.01
362,8,-0.13
362,9,0.14
362,10,0.08
362,11,0.07
362,12,0.06
363,1,-0.04
363,2,0
363,3,-0.01
363,4,0
363,5,0
363,6,0
363,7,0.1
363,8,-0.01
363,9,0.12
363,10,0.06
363,11,0.12
363,12,0.03
364,1,0.62
364,2,0.78
364,3,0.7
364,4,0.88
364,5,0.14
364,6,0.1
364,7,0.02
364,8,-0.06
364,9,0.02
364,10,0
364,11,0.13
364,12,0.09
365,1,0.04
365,2,0.05
365,3,-0.05
365,4,0.03
365,5,0.02
365,6,0.03
365,7,-1
365,8,-1
365,9,-1
365,10,-1
365,11,-1
365,12,-1
366,1,0.03
366,2,0.04
366,3,-0.07
366,4,0.09
366,5,0.04
366,6,0.1
366,7,-0.02
366,8,-0.06
366,9,0.15
366,10,0.09
366,11,0.05
366,12,0.02
367,1,0.06
367,2,0.04
367,3,-0.03
367,4,0.07
367,5,0.05
367,6,0.08
367,7,0.01
367,8,-0.06
367,9,0.15
367,10,0.06
367,11,0.07
367,12,0
368,1,0.08
368,2,0.14
368,3,-0.04
368,4,0.09
368,5,0.1
368,6,0.11
368,7,-0.04
368,8,-0.01
368,9,0.12
368,10,0.08
368,11,0.08
368,12,0.05
369,1,0.05
369,2,0.03
369,3,-0.03
369,4,-0.08
369,5,-0.08
369,6,-0.04
369,7,-0.09
369,8,-0.12
369,9,-0.02
369,10,-0.05
369,11,-0.06
369,12,-0.11
370,1,0.07
370,2,0.04
370,3,-0.02
370,4,0.03
370,5,0.02
370,6,0.04
370,7,-0.06
370,8,-0.05
370,9,0.11
370,10,0.01
370,11,0.05
370,12,0.02
371,1,0
371,2,-0.02
371,3,-0.11
371,4,0.05
371,5,0.02
371,6,-0.08
371,7,-0.09
371,8,-0.09
371,9,0.05
371,10,-0.02
371,11,0.06
371,12,0.04
372,1,0.03
372,2,0.02
372,3,-0.03
372,4,0.03
372,5,0.08
372,6,0.11
372,7,-0.04
372,8,0.01
372,9,0.14
372,10,0.03
372,11,0.09
372,12,0.1
373,1,0.07
373,2,0.17
373,3,-0.04
373,4,0.2
373,5,0.12
373,6,0.12
373,7,0.1
373,8,0.01
373,9,0.11
373,10,0.1
373,11,0.06
373,12,0.06
374,1,0.05
374,2,0.03
374,3,-0.01
374,4,-0.01
374,5,-0.01
374,6,0.05
374,7,0.01
374,8,-0.1
374,9,0.03
374,10,0.04
374,11,0
374,12,0.02
375,1,0.01
375,2,0.03
375,3,-0.07
375,4,0.06
375,5,0.03
375,6,0.08
375,7,-0.08
375,8,-0.06
375,9,0.16
375,10,0.06
375,11,0.03
375,12,0.02
376,1,-0.06
376,2,-0.07
376,3,-0.21
376,4,-0.01
376,5,0
376,6,0.04
376,7,0.04
376,8,-0.06
376,9,0.11
376,10,0.07
376,11,0.04
376,12,0.02
377,1,0.12
377,2,0.12
377,3,-0.05
377,4,0.14
377,5,0.12
377,6,0.11
377,7,0.01
377,8,0.06
377,9,0.23
377,10,0.16
377,11,0.14
377,12,0.13
378,1,0.4
378,2,0.43
378,3,0.31
378,4,0.35
378,5,0.4
378,6,0.31
378,7,0.21
378,8,0.24
378,9,0.38
378,10,0.37
378,11,0.17
378,12,0.04
379,1,0.07
379,2,0.04
379,3,-0.04
379,4,0
379,5,-0.01
379,6,0.06
379,7,-0.03
379,8,-0.11
379,9,0.08
379,10,0.02
379,11,0.01
379,12,0.03
380,1,-0.11
380,2,-0.13
380,3,-0.15
380,4,-0.1
380,5,0.07
380,6,0.12
380,7,0.02
380,8,-0.01
380,9,0.1
380,10,0
380,11,0.08
380,12,0
381,1,0.09
381,2,0.02
381,3,0.02
381,4,0.06
381,5,0.08
381,6,0.05
381,7,0
381,8,-0.01
381,9,0.08
381,10,0.05
381,11,0.02
381,12,0.06
382,1,0.02
382,2,0.01
382,3,-0.09
382,4,0.15
382,5,0.06
382,6,0.07
382,7,0
382,8,-0.07
382,9,0.13
382,10,0.1
382,11,0.01
382,12,0.05
383,1,0.01
383,2,0.01
383,3,-0.04
383,4,0.02
383,5,0.04
383,6,-0.04
383,7,0
383,8,-0.06
383,9,0.09
383,10,0.02
383,11,-0.02
383,12,-0.04
384,1,0.1
384,2,0.07
384,3,-0.01
384,4,0.19
384,5,0.09
384,6,0.2
384,7,0.08
384,8,0.04
384,9,0.18
384,10,0.07
384,11,0.09
384,12,0.1
385,1,0.02
385,2,0.08
385,3,-0.09
385,4,0.06
385,5,0.05
385,6,0.06
385,7,-1
385,8,-1
385,9,-1
385,10,-1
385,11,-1
385,12,-1
386,1,0.16
386,2,0.1
386,3,-0.01
386,4,-0.02
386,5,-0.14
386,6,-0.13
386,7,-0.25
386,8,-0.23
386,9,-0.14
386,10,-0.22
386,11,-0.23
386,12,-0.21
387,1,-0.17
387,2,-0.1
387,3,-0.19
387,4,0.13
387,5,0.12
387,6,0.14
387,7,-0.29
387,8,0.05
387,9,0.07
387,10,0.01
387,11,0
387,12,-0.02
388,1,0.08
388,2,0.04
388,3,-0.02
388,4,0.07
388,5,0.07
388,6,0.05
388,7,-0.04
388,8,0.02
388,9,0.15
388,10,0.04
388,11,0.1
388,12,0.07
389,1,0.01
389,2,0.02
389,3,0.09
389,4,0.07
389,5,0.06
389,6,0.14
389,7,0.07
389,8,0
389,9,0.13
389,10,0.08
389,11,0.09
389,12,0.11
390,1,0.03
390,2,-0.06
390,3,0.01
390,4,0.08
390,5,0.03
390,6,0.07
390,7,0.02
390,8,-0.04
390,9,0.09
390,10,-0.01
390,11,0.01
390,12,0.01
391,1,0.14
391,2,0.12
391,3,0.1
391,4,0.15
391,5,0.17
391,6,0.18
391,7,0.06
391,8,0.49
391,9,0.09
391,10,0.07
391,11,0.01
391,12,-0.04
392,1,0.08
392,2,0.05
392,3,0
392,4,0.06
392,5,0.07
392,6,0.11
392,7,-0.03
392,8,0.03
392,9,0.16
392,10,0.08
392,11,0.11
392,12,0.06
393,1,0.07
393,2,0.06
393,3,-0.04
393,4,0.02
393,5,-0.01
393,6,0
393,7,-0.08
393,8,-0.07
393,9,-0.02
393,10,-0.05
393,11,0.02
393,12,-0.02
394,1,0.07
394,2,0.04
394,3,-0.05
394,4,0.1
394,5,0.05
394,6,0.05
394,7,0
394,8,-0.04
394,9,0.07
394,10,0.09
394,11,0.05
394,12,0.04
395,1,-0.01
395,2,-0.04
395,3,-0.06
395,4,0.05
395,5,0.02
395,6,0.02
395,7,-0.05
395,8,-0.01
395,9,0.07
395,10,0.06
395,11,0.08
395,12,0.06
396,1,0.01
396,2,0.06
396,3,-0.06
396,4,0.11
396,5,0.06
396,6,0.07
396,7,-0.01
396,8,-0.06
396,9,0.13
396,10,0.03
396,11,0.02
396,12,0
397,1,0.21
397,2,0.17
397,3,0.09
397,4,0.21
397,5,0.22
397,6,0.23
397,7,0.03
397,8,0.06
397,9,0.16
397,10,0.06
397,11,0.17
397,12,0.07
398,1,0.09
398,2,0.08
398,3,-0.06
398,4,0.11
398,5,0.11
398,6,0.05
398,7,0.05
398,8,0.04
398,9,0.15
398,10,0.11
398,11,0.04
398,12,0.08
399,1,0.02
399,2,0.06
399,3,-0.05
399,4,0.05
399,5,0.06
399,6,0.03
399,7,-1
399,8,-1
399,9,-1
399,10,-1
399,11,-1
399,12,-1
400,1,0.04
400,2,0.1
400,3,0.01
400,4,0.12
400,5,0.06
400,6,0.13
400,7,0
400,8,0.02
400,9,0.15
400,10,0.08
400,11,0.1
400,12,0.03
401,1,0.03
401,2,0.06
401,3,-0.04
401,4,0.12
401,5,0.09
401,6,0.17
401,7,0.11
401,8,0.09
401,9,0.28
401,10,0.12
401,11,0.11
401,12,0.1
402,1,0.03
402,2,0.03
402,3,-0.12
402,4,0.08
402,5,0.08
402,6,0.09
402,7,-0.02
402,8,0
402,9,0.12
402,10,0.03
402,11,0.03
402,12,0.04
403,1,0.04
403,2,0.03
403,3,-0.07
403,4,-0.01
403,5,0.01
403,6,0
403,7,-0.11
403,8,-0.05
403,9,0.06
403,10,0
403,11,0.02
403,12,0.01
404,1,1.46
404,2,0.2
404,3,0.09
404,4,0.19
404,5,0.24
404,6,0.12
404,7,0.06
404,8,0.04
404,9,0.17
404,10,0.1
404,11,0.08
404,12,0.06
405,1,0.01
405,2,-0.01
405,3,-0.09
405,4,-0.03
405,5,0.01
405,6,0.12
405,7,-0.07
405,8,-0.04
405,9,0.12
405,10,-0.01
405,11,0.07
405,12,-0.01
406,1,0.48
406,2,0.48
406,3,0.21
406,4,0.45
406,5,0.41
406,6,0.29
406,7,0.2
406,8,0.16
406,9,0.37
406,10,0.29
406,11,0.19
406,12,0.19
407,1,0.03
407,2,-0.03
407,3,-0.06
407,4,0.03
407,5,0.13
407,6,0.15
407,7,-1
407,8,-1
407,9,-1
407,10,-1
407,11,-1
407,12,-1
408,1,-0.05
408,2,0
408,3,-0.03
408,4,0.05
408,5,0.08
408,6,0.04
408,7,0
408,8,-0.02
408,9,0.08
408,10,0.07
408,11,0.01
408,12,0.05
409,1,0.07
409,2,0.12
409,3,0.1
409,4,0.05
409,5,0.15
409,6,0.13
409,7,0.09
409,8,-0.03
409,9,0.14
409,10,0.09
409,11,0.12
409,12,0.06
410,1,0.01
410,2,0.01
410,3,-0.07
410,4,0.05
410,5,0.04
410,6,0.1
410,7,-0.04
410,8,-0.02
410,9,0.14
410,10,0.09
410,11,0.09
410,12,0.03
411,1,0.08
411,2,0.05
411,3,-0.02
411,4,0.09
411,5,0.08
411,6,0.09
411,7,-0.02
411,8,-0.04
411,9,0.1
411,10,0.09
411,11,0.09
411,12,0.06
412,1,0.05
412,2,0.03
412,3,0.03
412,4,0.13
412,5,0.17
412,6,0.07
412,7,-1
412,8,-1
412,9,-1
412,10,-1
412,11,-1
412,12,-1
413,1,0.08
413,2,0.1
413,3,-0.04
413,4,0.02
413,5,0.06
413,6,0.03
413,7,-1
413,8,-1
413,9,-1
413,10,-1
413,11,-1
413,12,-1
414,1,0.08
414,2,0.1
414,3,0.04
414,4,0.1
414,5,0.08
414,6,-0.02
414,7,0
414,8,-0.07
414,9,0.14
414,10,0.05
414,11,0.03
414,12,0.08
415,1,0.1
415,2,0.08
415,3,-0.05
415,4,0.13
415,5,0.1
415,6,0.05
415,7,-0.02
415,8,0
415,9,0.14
415,10,0.08
415,11,0.02
415,12,0.05
416,1,0.04
416,2,0.04
416,3,0
416,4,0.08
416,5,0.07
416,6,0.06
416,7,0
416,8,-0.04
416,9,0.11
416,10,0.05
416,11,0.04
416,12,0.06
417,1,-0.05
417,2,-0.05
417,3,-0.06
417,4,-0.04
417,5,-0.03
417,6,0
417,7,-0.13
417,8,-0.12
417,9,0.02
417,10,-0.06
417,11,-0.04
417,12,-0.06
418,1,0.03
418,2,0.11
418,3,-0.04
418,4,-0.02
418,5,0.07
418,6,0.14
418,7,-0.07
418,8,0
418,9,0.13
418,10,0.03
418,11,0.09
418,12,0.03
419,1,-0.05
419,2,-0.02
419,3,-0.09
419,4,0
419,5,-0.02
419,6,0
419,7,-0.05
419,8,-0.03
419,9,0.11
419,10,0.08
419,11,0.06
419,12,0.06
420,1,0.07
420,2,0.16
420,3,0.05
420,4,0.12
420,5,0.17
420,6,0.14
420,7,-1
420,8,-1
420,9,-1
420,10,-1
420,11,-1
420,12,-1
421,1,-0.06
421,2,-0.09
421,3,-0.24
421,4,-0.01
421,5,-0.02
421,6,-0.11
421,7,-0.06
421,8,0.03
421,9,0.03
421,10,0.22
421,11,0.07
421,12,0.16
422,1,0.03
422,2,0.02
422,3,-0.07
422,4,0.08
422,5,0.04
422,6,0
422,7,0.1
422,8,-0.06
422,9,0.15
422,10,0.08
422,11,0.05
422,12,0.07
423,1,-0.01
423,2,-0.04
423,3,-0.14
423,4,0.09
423,5,0.01
423,6,0.08
423,7,-0.02
423,8,-0.01
423,9,-0.02
423,10,-0.04
423,11,-0.06
423,12,-0.01
424,1,0.07
424,2,0.08
424,3,0.07
424,4,0.17
424,5,0.19
424,6,0.14
424,7,0.06
424,8,0.18
424,9,0.17
424,10,0.18
424,11,0.15
424,12,0.11
425,1,0.06
425,2,0.15
425,3,0
425,4,0.09
425,5,0.15
425,6,0.05
425,7,-0.08
425,8,0
425,9,0.12
425,10,0.1
425,11,0.11
425,12,0.07
426,1,0.02
426,2,0.04
426,3,-0.04
426,4,0.02
426,5,0.06
426,6,0.06
426,7,-0.08
426,8,-0.03
426,9,0.11
426,10,0
426,11,-0.01
426,12,0.03
427,1,-0.14
427,2,-0.1
427,3,-0.13
427,4,0.02
427,5,0.05
427,6,0.06
427,7,-1
427,8,-1
427,9,-1
427,10,-1
427,11,-1
427,12,-1
428,1,0.08
428,2,0.09
428,3,0.06
428,4,0.1
428,5,0.08
428,6,0.08
428,7,-1
428,8,-1
428,9,-1
428,10,-1
428,11,-1
428,12,-1
429,1,0.02
429,2,0.02
429,3,0.02
429,4,0
429,5,0.02
429,6,0.04
429,7,-1
429,8,-1
429,9,-1
429,10,-1
429,11,-1
429,12,-1
430,1,0.05
430,2,0.05
430,3,-0.06
430,4,0.12
430,5,0.05
430,6,0.05
430,7,-1
430,8,-1
430,9,-1
430,10,-1
430,11,-1
430,12,-1
431,1,0.11
431,2,0.07
431,3,0.03
431,4,0.14
431,5,0.09
431,6,0.08
431,7,0.01
431,8,0.03
431,9,0.05
431,10,0.05
431,11,-0.01
431,12,0.07
432,1,-0.01
432,2,0
432,3,-0.03
432,4,0.01
432,5,0.01
432,6,0.04
